transaction_id,partner_batch_id,account_id,transaction_date,posted_date,transaction_type,amount,currency,status,merchant_name,related_transaction_id,source_system
TXN-00000742,BATCH-2026-08-17,ACCT-000792,2026-08-16,2026-08-16,purchase,33.00,USD,completed,Pied Piper Software,,POS-WEST
TXN-00000773,BATCH-2026-08-17,ACCT-004496,2026-08-17,2026-08-17,purchase,47.27,USD,completed,Stark Utilities,,POS-WEST
TXN-00000535,BATCH-2026-08-17,ACCT-000410,2026-08-17,2026-08-17,adjustment,35.07,USD,completed,Initech Services,,POS-EAST
TXN-00000513,BATCH-2026-08-17,ACCT-002134,2026-08-17,2026-08-18,adjustment,-30.47,USD,completed,Northwind Traders,,ACH-BATCH
TXN-00000004,BATCH-2026-08-17,ACCT-002963,2026-08-17,2026-08-19,purchase,16.14,USD,completed,Acme Wholesale,,POS-WEST
TXN-00001883,BATCH-2026-08-17,ACCT-003174,2026-08-16,2026-08-18,transfer,-26.98,USD,completed,Umbrella Logistics,,ACH-BATCH
TXN-00000163,BATCH-2026-08-17,ACCT-002292,2026-08-16,2026-08-16,purchase,25.23,USD,completed,Acme Wholesale,,POS-EAST
TXN-00000739,BATCH-2026-08-17,ACCT-001380,2026-08-17,2026-08-18,transfer,-13.89,USD,completed,Contoso Retail,,POS-EAST
TXN-00000536,BATCH-2026-08-17,ACCT-000517,2026-08-17,2026-08-17,purchase,35.93,USD,completed,Globex Corp,,ACH-BATCH
TXN-00000704,BATCH-2026-08-17,ACCT-001587,2026-08-17,2026-08-17,purchase,55.09,USD,completed,Acme Wholesale,,POS-WEST
TXN-00000931,BATCH-2026-08-17,ACCT-001612,2026-08-17,2026-08-19,purchase,36.02,USD,completed,Wayne Hardware,,POS-EAST
TXN-00001442,BATCH-2026-08-17,ACCT-002797,2026-08-17,2026-08-18,transfer,-4.01,USD,completed,Northwind Traders,,POS-WEST
TXN-00000756,BATCH-2026-08-17,ACCT-000590,2026-08-16,2026-08-16,purchase,15.04,USD,completed,Umbrella Logistics,,POS-WEST
TXN-00001403,BATCH-2026-08-17,ACCT-002264,2026-08-17,2026-08-18,purchase,17.65,USD,completed,Umbrella Logistics,,POS-EAST
TXN-00001639,BATCH-2026-08-17,ACCT-003170,2026-08-16,2026-08-16,purchase,26.55,USD,completed,Hooli Cloud,,ACH-BATCH
TXN-00001100,BATCH-2026-08-17,ACCT-002218,2026-08-16,2026-08-18,refund,-12.85,USD,completed,Stark Utilities,TXN-00000140,POS-WEST
TXN-00000069,BATCH-2026-08-17,ACCT-000327,2026-08-16,2026-08-16,purchase,24.28,USD,completed,Wayne Hardware,,ONLINE-CHECKOUT
TXN-00001360,BATCH-2026-08-17,ACCT-000245,2026-08-17,2026-08-17,purchase,145.45,USD,completed,Umbrella Logistics,,ACH-BATCH
TXN-00001383,BATCH-2026-08-17,ACCT-003038,2026-08-16,2026-08-16,transfer,31.69,USD,completed,Wonka Confections,,ONLINE-CHECKOUT
TXN-00001803,BATCH-2026-08-17,ACCT-004270,2026-08-17,2026-08-18,purchase,10.66,USD,completed,Acme Wholesale,,POS-WEST
TXN-00000375,BATCH-2026-08-17,ACCT-003725,2026-08-17,2026-08-17,purchase,51.18,USD,completed,Northwind Traders,,POS-EAST
TXN-00000625,BATCH-2026-08-17,ACCT-001693,2026-08-16,2026-08-16,purchase,24.28,USD,completed,Acme Wholesale,,POS-WEST
TXN-00000372,BATCH-2026-08-17,ACCT-001830,2026-08-16,2026-08-16,refund,-47.94,USD,completed,Acme Wholesale,TXN-00001863,ONLINE-CHECKOUT
TXN-00001569,BATCH-2026-08-17,ACCT-002984,2026-08-16,2026-08-16,purchase,14.78,USD,completed,Stark Utilities,,ACH-BATCH
TXN-00001350,BATCH-2026-08-17,ACCT-004414,2026-08-17,2026-08-17,transfer,-19.15,USD,reversed,Stark Utilities,,POS-EAST
TXN-00000546,BATCH-2026-08-17,ACCT-003969,2026-08-17,2026-08-17,purchase,10.86,USD,completed,Northwind Traders,,ACH-BATCH
TXN-00001253,BATCH-2026-08-17,ACCT-000875,2026-08-16,2026-08-16,purchase,9.24,EUR,completed,Hooli Cloud,,POS-WEST
TXN-00000483,BATCH-2026-08-17,ACCT-004661,2026-08-16,2026-08-16,purchase,37.93,USD,completed,Acme Wholesale,,POS-EAST
TXN-00000471,BATCH-2026-08-17,ACCT-004102,2026-08-17,2026-08-17,purchase,31.44,USD,completed,Contoso Retail,,POS-WEST
TXN-00000681,BATCH-2026-08-17,ACCT-000746,2026-08-17,2026-08-17,purchase,26.30,CAD,completed,Contoso Retail,,POS-EAST
TXN-00000451,BATCH-2026-08-17,ACCT-001561,2026-08-17,2026-08-17,purchase,19.88,USD,completed,Umbrella Logistics,,ONLINE-CHECKOUT
TXN-00001946,BATCH-2026-08-17,ACCT-004903,2026-08-17,2026-08-17,transfer,30.62,USD,completed,Wayne Hardware,,ONLINE-CHECKOUT
TXN-00001256,BATCH-2026-08-17,ACCT-002338,2026-08-16,2026-08-17,adjustment,-8.88,USD,completed,Pied Piper Software,,POS-WEST
TXN-00000099,BATCH-2026-08-17,ACCT-000901,2026-08-17,2026-08-19,refund,-33.39,USD,completed,Pied Piper Software,TXN-00001534,POS-EAST
TXN-00000233,BATCH-2026-08-17,ACCT-001522,2026-08-16,2026-08-16,purchase,9.90,USD,completed,Stark Utilities,,POS-WEST
TXN-00000042,BATCH-2026-08-17,ACCT-003626,2026-08-17,2026-08-18,purchase,468.65,USD,pending,Acme Wholesale,,ACH-BATCH
TXN-00001186,BATCH-2026-08-17,ACCT-003293,2026-08-16,2026-08-16,purchase,54.74,USD,completed,Northwind Traders,,POS-WEST
TXN-00000320,BATCH-2026-08-17,ACCT-001634,2026-08-16,2026-08-17,refund,-20.34,USD,completed,Hooli Cloud,TXN-00001388,ONLINE-CHECKOUT
TXN-00000865,BATCH-2026-08-17,ACCT-002570,2026-08-17,2026-08-17,purchase,25.82,USD,completed,Umbrella Logistics,,POS-EAST
TXN-00000196,BATCH-2026-08-17,ACCT-003040,2026-08-17,2026-08-17,adjustment,0.00,USD,completed,Contoso Retail,,POS-WEST
TXN-00000480,BATCH-2026-08-17,ACCT-002353,2026-08-17,2026-08-18,purchase,22.62,USD,completed,Wayne Hardware,,ONLINE-CHECKOUT
TXN-00001728,BATCH-2026-08-17,ACCT-002399,2026-08-17,2026-08-17,purchase,13.98,CAD,completed,Fabrikam Supply,,ONLINE-CHECKOUT
TXN-00000892,BATCH-2026-08-17,ACCT-000084,2026-08-16,2026-08-16,purchase,43.85,USD,completed,Fabrikam Supply,,POS-EAST
TXN-00000862,BATCH-2026-08-17,ACCT-000715,2026-08-17,2026-08-18,adjustment,-255.61,EUR,completed,Stark Utilities,,POS-EAST
TXN-00000626,BATCH-2026-08-17,ACCT-004776,2026-08-16,2026-08-16,fee,22.18,USD,completed,Pied Piper Software,,ACH-BATCH
TXN-00000288,BATCH-2026-08-17,ACCT-004736,2026-08-16,2026-08-16,adjustment,-7.97,USD,completed,Pied Piper Software,,POS-WEST
TXN-00001747,BATCH-2026-08-17,ACCT-002136,2026-08-17,2026-08-17,purchase,5.16,USD,completed,Acme Wholesale,,ACH-BATCH
TXN-00000341,BATCH-2026-08-17,ACCT-002392,2026-08-17,2026-08-18,refund,-12.78,USD,completed,Wonka Confections,TXN-00000877,ONLINE-CHECKOUT
TXN-00001017,BATCH-2026-08-17,ACCT-004642,2026-08-17,2026-08-17,purchase,34.52,USD,pending,Globex Corp,,POS-EAST
TXN-00000782,BATCH-2026-08-17,ACCT-002854,2026-08-16,2026-08-16,adjustment,18.39,CAD,completed,Wayne Hardware,,ACH-BATCH
TXN-00001706,BATCH-2026-08-17,ACCT-001896,2026-08-17,2026-08-17,purchase,8.46,USD,completed,Contoso Retail,,POS-WEST
TXN-00001884,BATCH-2026-08-17,ACCT-004472,2026-08-17,2026-08-19,adjustment,-34.32,USD,completed,Stark Utilities,,ONLINE-CHECKOUT
TXN-00000934,BATCH-2026-08-17,ACCT-001136,2026-08-17,2026-08-17,purchase,68.77,USD,completed,Wonka Confections,,ACH-BATCH
TXN-00000363,BATCH-2026-08-17,ACCT-000253,2026-08-16,2026-08-17,purchase,20.92,USD,completed,Stark Utilities,,POS-WEST
TXN-00001065,BATCH-2026-08-17,ACCT-003532,2026-08-16,2026-08-16,purchase,63.68,USD,completed,Initech Services,,ONLINE-CHECKOUT
TXN-00001205,BATCH-2026-08-17,ACCT-001412,2026-08-16,2026-08-16,purchase,-8.60,USD,pending,Initech Services,,POS-WEST
TXN-00000239,BATCH-2026-08-17,ACCT-001696,2026-08-16,2026-08-16,purchase,12.16,USD,completed,Northwind Traders,,ONLINE-CHECKOUT
TXN-00001826,BATCH-2026-08-17,ACCT-001098,2026-08-17,2026-08-17,refund,-32.73,USD,completed,Wonka Confections,TXN-00000384,POS-WEST
TXN-00000046,BATCH-2026-08-17,ACCT-003433,2026-08-17,2026-08-19,transfer,-14.74,USD,completed,Wonka Confections,,POS-WEST
TXN-00001171,BATCH-2026-08-17,ACCT-000582,2026-08-17,2026-08-18,purchase,44.66,CAD,completed,Acme Wholesale,,POS-EAST
TXN-00001508,BATCH-2026-08-17,ACCT-004970,2026-08-17,2026-08-17,purchase,10.88,USD,completed,Pied Piper Software,,ACH-BATCH
TXN-00000893,BATCH-2026-08-17,ACCT-001249,2026-08-17,2026-08-17,purchase,5.43,USD,completed,Globex Corp,,ONLINE-CHECKOUT
TXN-00000667,BATCH-2026-08-17,ACCT-002490,2026-08-17,2026-08-18,purchase,26.66,USD,completed,Hooli Cloud,,ACH-BATCH
TXN-00001756,BATCH-2026-08-17,ACCT-000332,2026-08-17,2026-08-18,purchase,9.72,USD,completed,Northwind Traders,,ONLINE-CHECKOUT
TXN-00001069,BATCH-2026-08-17,ACCT-000154,2026-08-17,2026-08-18,refund,-13.57,USD,completed,Wayne Hardware,TXN-00001321,POS-WEST
TXN-00000257,BATCH-2026-08-17,ACCT-000451,2026-08-17,2026-08-19,refund,-5.32,USD,completed,Initech Services,TXN-00000964,POS-WEST
TXN-00000632,BATCH-2026-08-17,ACCT-003975,2026-08-17,2026-08-18,purchase,11.46,USD,completed,Stark Utilities,,ACH-BATCH
TXN-00001132,BATCH-2026-08-17,ACCT-004397,2026-08-17,2026-08-17,purchase,22.33,CAD,completed,Stark Utilities,,POS-WEST
TXN-00001384,BATCH-2026-08-17,ACCT-002317,2026-08-16,2026-08-17,purchase,53.68,USD,completed,Initech Services,,POS-WEST
TXN-00000002,BATCH-2026-08-17,ACCT-003680,2026-08-17,2026-08-18,purchase,41.91,USD,completed,Acme Wholesale,,ONLINE-CHECKOUT
TXN-00001744,BATCH-2026-08-17,ACCT-003971,2026-08-17,2026-08-18,fee,22.78,USD,completed,Initech Services,,POS-EAST
TXN-00001871,BATCH-2026-08-17,ACCT-001141,2026-08-17,2026-08-17,purchase,30.75,USD,completed,Hooli Cloud,,POS-EAST
TXN-00000674,BATCH-2026-08-17,ACCT-003044,2026-08-17,2026-08-17,adjustment,27.53,CAD,completed,Initech Services,,ONLINE-CHECKOUT
TXN-00000144,BATCH-2026-08-17,ACCT-000470,2026-08-16,2026-08-16,purchase,33.58,USD,completed,Contoso Retail,,ACH-BATCH
TXN-00000047,BATCH-2026-08-17,ACCT-001353,2026-08-16,2026-08-16,purchase,39.03,USD,completed,Stark Utilities,,POS-WEST
TXN-00000562,BATCH-2026-08-17,ACCT-002674,2026-08-16,2026-08-16,purchase,12.36,USD,completed,Stark Utilities,,ACH-BATCH
TXN-00000780,BATCH-2026-08-17,ACCT-001768,2026-08-17,2026-08-17,refund,-45.20,USD,completed,Stark Utilities,TXN-00000583,ONLINE-CHECKOUT
TXN-00000644,BATCH-2026-08-17,ACCT-001493,2026-08-17,2026-08-17,purchase,33.25,USD,completed,Wayne Hardware,,POS-EAST
TXN-00001347,BATCH-2026-08-17,ACCT-000345,2026-08-16,2026-08-16,purchase,58.63,EUR,completed,Fabrikam Supply,,POS-WEST
TXN-00000599,BATCH-2026-08-17,ACCT-000798,2026-08-16,2026-08-16,purchase,61.39,USD,completed,Wayne Hardware,,ONLINE-CHECKOUT
TXN-00001048,BATCH-2026-08-17,ACCT-001526,2026-08-17,2026-08-19,purchase,14.00,CAD,completed,Northwind Traders,,ACH-BATCH
TXN-00000039,BATCH-2026-08-17,ACCT-002746,2026-08-17,2026-08-18,purchase,9.09,USD,completed,Contoso Retail,,POS-WEST
TXN-00001689,BATCH-2026-08-17,ACCT-001923,2026-08-16,2026-08-17,refund,-141.43,USD,completed,Fabrikam Supply,TXN-00001345,POS-WEST
TXN-00000457,BATCH-2026-08-17,ACCT-000722,2026-08-16,2026-08-16,purchase,23.13,USD,completed,Fabrikam Supply,,POS-WEST
TXN-00001021,BATCH-2026-08-17,ACCT-000964,2026-08-16,2026-08-16,transfer,66.22,USD,completed,Wayne Hardware,,ONLINE-CHECKOUT
TXN-00001441,BATCH-2026-08-17,ACCT-004935,2026-08-17,2026-08-17,fee,25.52,USD,completed,Umbrella Logistics,,POS-WEST
TXN-00001257,BATCH-2026-08-17,ACCT-003125,2026-08-17,2026-08-18,purchase,63.66,USD,completed,Hooli Cloud,,POS-WEST
TXN-00000613,BATCH-2026-08-17,ACCT-001933,2026-08-16,2026-08-16,purchase,30.37,USD,completed,Wayne Hardware,,POS-WEST
TXN-00001995,BATCH-2026-08-17,ACCT-000445,2026-08-16,2026-08-16,fee,4.93,EUR,completed,Hooli Cloud,,POS-WEST
TXN-00000774,BATCH-2026-08-17,ACCT-000240,2026-08-17,2026-08-17,transfer,0.00,USD,failed,Fabrikam Supply,,ONLINE-CHECKOUT
TXN-00000725,BATCH-2026-08-17,ACCT-003422,2026-08-16,2026-08-16,purchase,3.69,USD,completed,Globex Corp,,ACH-BATCH
TXN-00001456,BATCH-2026-08-17,ACCT-000353,2026-08-16,2026-08-16,purchase,54.40,EUR,completed,Contoso Retail,,ACH-BATCH
TXN-00000951,BATCH-2026-08-17,ACCT-004024,,2026-08-16,adjustment,39.58,USD,completed,Stark Utilities,,ONLINE-CHECKOUT
TXN-00000087,BATCH-2026-08-17,ACCT-001944,2026-08-16,2026-08-16,purchase,17.38,USD,completed,Wayne Hardware,,ONLINE-CHECKOUT
TXN-00000651,BATCH-2026-08-17,ACCT-002195,2026-08-16,2026-08-16,purchase,31.95,USD,completed,Pied Piper Software,,ACH-BATCH
TXN-00001342,BATCH-2026-08-17,ACCT-001725,2026-08-17,2026-08-18,purchase,122.23,USD,completed,Globex Corp,,ACH-BATCH
TXN-00000027,BATCH-2026-08-17,ACCT-002163,2026-08-16,2026-08-16,purchase,12.43,USD,completed,Wonka Confections,,ACH-BATCH
TXN-00001318,BATCH-2026-08-17,ACCT-004258,2026-08-16,2026-08-16,purchase,21.20,USD,completed,Umbrella Logistics,,ACH-BATCH
TXN-00001631,BATCH-2026-08-17,ACCT-000416,2026-08-16,2026-08-17,purchase,12.46,USD,pending,Contoso Retail,,ONLINE-CHECKOUT
TXN-00000743,BATCH-2026-08-17,ACCT-004438,2026-08-16,2026-08-16,refund,-41.33,USD,completed,Wayne Hardware,TXN-00001512,ACH-BATCH
TXN-00000430,BATCH-2026-08-17,ACCT-003095,2026-08-16,2026-08-17,purchase,21.82,USD,completed,Umbrella Logistics,,POS-WEST
TXN-00000225,BATCH-2026-08-17,ACCT-002120,2026-08-16,2026-08-18,purchase,22.01,USD,completed,Globex Corp,,POS-WEST
TXN-00001382,BATCH-2026-08-17,ACCT-003936,2026-08-16,2026-08-16,purchase,65.36,USD,completed,Globex Corp,,ACH-BATCH
TXN-00000314,BATCH-2026-08-17,ACCT-003898,2026-08-17,2026-08-17,transfer,-70.12,USD,completed,Pied Piper Software,,ONLINE-CHECKOUT
TXN-00000690,BATCH-2026-08-17,ACCT-004006,2026-08-17,2026-08-18,purchase,7.89,USD,completed,Wayne Hardware,,POS-EAST
TXN-00001812,BATCH-2026-08-17,ACCT-004260,2026-08-16,2026-08-16,purchase,40.35,CAD,completed,Fabrikam Supply,,POS-EAST
TXN-00000277,BATCH-2026-08-17,ACCT-002216,2026-08-16,2026-08-16,fee,28.49,USD,completed,Fabrikam Supply,,POS-EAST
TXN-00000998,BATCH-2026-08-17,ACCT-001560,2026-08-16,2026-08-16,refund,-47.54,CAD,completed,Wonka Confections,TXN-00000931,POS-EAST
TXN-00001271,BATCH-2026-08-17,ACCT-004440,2026-08-16,2026-08-16,purchase,10.70,USD,pending,Pied Piper Software,,POS-EAST
TXN-00001863,BATCH-2026-08-17,ACCT-003304,2026-08-17,2026-08-17,transfer,-9.78,USD,completed,Stark Utilities,,POS-WEST
TXN-00000136,BATCH-2026-08-17,ACCT-000702,2026-08-16,2026-08-16,refund,-16.71,USD,completed,Wonka Confections,TXN-00001533,ONLINE-CHECKOUT
TXN-00000888,BATCH-2026-08-17,ACCT-004685,2026-08-17,2026-08-18,purchase,282.33,USD,completed,Wayne Hardware,,POS-EAST
TXN-00001604,BATCH-2026-08-17,ACCT-000970,2026-08-16,2026-08-16,purchase,26.70,USD,completed,Stark Utilities,,ACH-BATCH
TXN-00001272,BATCH-2026-08-17,ACCT-002077,2026-08-16,2026-08-16,adjustment,2.81,USD,completed,Stark Utilities,,POS-EAST
TXN-00001399,BATCH-2026-08-17,ACCT-003809,2026-08-17,2026-08-17,purchase,6.12,USD,pending,Contoso Retail,,POS-EAST
TXN-00000142,BATCH-2026-08-17,ACCT-004254,2026-08-17,2026-08-17,refund,-23.32,USD,completed,Initech Services,TXN-00000773,POS-EAST
TXN-00000570,BATCH-2026-08-17,ACCT-003504,2026-08-17,2026-08-19,purchase,19.07,USD,completed,Umbrella Logistics,,ACH-BATCH
TXN-00001595,BATCH-2026-08-17,ACCT-003780,2026-08-17,2026-08-17,purchase,5.98,USD,completed,Wayne Hardware,,ACH-BATCH
TXN-00000458,BATCH-2026-08-17,ACCT-004014,2026-08-17,2026-08-17,purchase,62.68,CAD,completed,Wayne Hardware,,POS-WEST
TXN-00001740,BATCH-2026-08-17,ACCT-004437,2026-08-17,2026-08-19,purchase,8.29,CAD,completed,Globex Corp,,ACH-BATCH
TXN-00000682,BATCH-2026-08-17,ACCT-002442,2026-08-17,2026-08-17,purchase,4.41,USD,completed,Wayne Hardware,,POS-EAST
TXN-00000093,BATCH-2026-08-17,ACCT-004998,2026-08-16,2026-08-17,purchase,94.88,USD,completed,Globex Corp,,POS-EAST
TXN-00000356,BATCH-2026-08-17,ACCT-001748,2026-08-17,2026-08-17,adjustment,26.13,USD,completed,Pied Piper Software,,ONLINE-CHECKOUT
TXN-00000125,BATCH-2026-08-17,ACCT-004313,2026-08-16,2026-08-17,purchase,18.11,USD,completed,Contoso Retail,,ACH-BATCH
TXN-00000843,BATCH-2026-08-17,ACCT-003024,2026-08-16,2026-08-17,purchase,12.11,USD,completed,Initech Services,,POS-EAST
TXN-00001627,BATCH-2026-08-17,ACCT-000226,2026-08-16,2026-08-16,purchase,23.71,USD,completed,Pied Piper Software,,POS-EAST
TXN-00000435,BATCH-2026-08-17,ACCT-004014,2026-08-17,2026-08-17,purchase,35.09,USD,completed,Wonka Confections,,ONLINE-CHECKOUT
TXN-00001102,BATCH-2026-08-17,ACCT-000538,2026-08-17,2026-08-17,purchase,23.23,USD,completed,Wayne Hardware,,ONLINE-CHECKOUT
TXN-00000549,BATCH-2026-08-17,ACCT-004275,2026-08-17,2026-08-17,transfer,27.27,USD,completed,Stark Utilities,,POS-WEST
TXN-00000611,BATCH-2026-08-17,ACCT-002442,2026-08-17,2026-08-18,purchase,59.88,USD,completed,Contoso Retail,,ACH-BATCH
TXN-00000094,BATCH-2026-08-17,ACCT-003184,2026-08-16,2026-08-16,purchase,10.12,USD,completed,Stark Utilities,,ONLINE-CHECKOUT
TXN-00000398,BATCH-2026-08-17,ACCT-002893,2026-08-16,2026-08-16,transfer,34.98,USD,completed,Wonka Confections,,POS-EAST
TXN-00001602,BATCH-2026-08-17,ACCT-000124,2026-08-16,2026-08-17,purchase,22.22,CAD,completed,Umbrella Logistics,,POS-WEST
TXN-00001546,BATCH-2026-08-17,ACCT-004417,2026-08-16,2026-08-18,purchase,1.37,USD,completed,Fabrikam Supply,,POS-EAST
TXN-00000041,BATCH-2026-08-17,ACCT-004244,2026-08-17,2026-08-18,purchase,42.53,USD,completed,Stark Utilities,,POS-EAST
TXN-00000927,BATCH-2026-08-17,ACCT-001008,2026-08-17,2026-08-17,purchase,25.72,USD,pending,Wayne Hardware,,ACH-BATCH
TXN-00001791,BATCH-2026-08-17,ACCT-003965,2026-08-16,2026-08-16,purchase,28.61,USD,completed,Initech Services,,ONLINE-CHECKOUT
TXN-00001672,BATCH-2026-08-17,ACCT-002201,2026-08-16,2026-08-17,purchase,14.22,USD,completed,Stark Utilities,,ONLINE-CHECKOUT
TXN-00000963,BATCH-2026-08-17,ACCT-000359,2026-08-17,2026-08-17,fee,12.14,USD,completed,Umbrella Logistics,,ONLINE-CHECKOUT
TXN-00000652,BATCH-2026-08-17,ACCT-003845,2026-08-16,2026-08-16,transfer,-21.82,USD,completed,Umbrella Logistics,,ACH-BATCH
TXN-00000478,BATCH-2026-08-17,ACCT-004606,2026-08-16,2026-08-17,purchase,50.91,USD,completed,Fabrikam Supply,,ACH-BATCH
TXN-00001788,BATCH-2026-08-17,ACCT-004632,2026-08-16,2026-08-16,purchase,10.57,EUR,completed,Globex Corp,,ACH-BATCH
TXN-00000035,BATCH-2026-08-17,ACCT-003573,2026-08-17,2026-08-17,purchase,-28.75,USD,completed,Northwind Traders,,POS-WEST
TXN-00000873,BATCH-2026-08-17,ACCT-000082,2026-08-16,2026-08-16,purchase,39.95,USD,completed,Wonka Confections,,POS-WEST
TXN-00001140,BATCH-2026-08-17,ACCT-004451,2026-08-16,2026-08-16,purchase,13.72,USD,completed,Fabrikam Supply,,POS-EAST
TXN-00001084,BATCH-2026-08-17,ACCT-002131,2026-08-16,2026-08-17,purchase,7.86,USD,completed,Hooli Cloud,,POS-EAST
TXN-00001160,BATCH-2026-08-17,ACCT-004767,2026-08-16,2026-08-17,purchase,18.03,USD,completed,Initech Services,,ONLINE-CHECKOUT
TXN-00001370,BATCH-2026-08-17,ACCT-002205,2026-08-16,2026-08-18,purchase,17.11,CAD,completed,Hooli Cloud,,POS-EAST
TXN-00001459,BATCH-2026-08-17,ACCT-004025,2026-08-16,2026-08-16,purchase,32.08,USD,completed,Hooli Cloud,,ACH-BATCH
TXN-00000011,BATCH-2026-08-17,ACCT-000872,2026-08-16,2026-08-18,purchase,55.79,USD,completed,Pied Piper Software,,ONLINE-CHECKOUT
TXN-00001592,BATCH-2026-08-17,ACCT-004561,2026-08-16,2026-08-17,transfer,13.76,USD,reversed,Pied Piper Software,,POS-WEST
TXN-00000968,BATCH-2026-08-17,ACCT-004819,2026-08-17,2026-08-17,purchase,49.98,USD,completed,Wayne Hardware,,ONLINE-CHECKOUT
TXN-00001050,BATCH-2026-08-17,ACCT-003449,2026-08-17,2026-08-18,purchase,86.08,USD,completed,Wayne Hardware,,ONLINE-CHECKOUT
TXN-00000141,BATCH-2026-08-17,ACCT-003015,2026-08-17,2026-08-18,purchase,18.24,USD,completed,Wayne Hardware,,ACH-BATCH
TXN-00000533,BATCH-2026-08-17,ACCT-002521,2026-08-17,2026-08-17,purchase,5.65,USD,completed,Stark Utilities,,ACH-BATCH
TXN-00000620,BATCH-2026-08-17,ACCT-003283,2026-08-17,2026-08-18,purchase,41.27,USD,completed,Globex Corp,,ONLINE-CHECKOUT
TXN-00000526,BATCH-2026-08-17,ACCT-000569,2026-08-17,2026-08-17,purchase,44.15,USD,completed,Stark Utilities,,POS-WEST
TXN-00001404,BATCH-2026-08-17,ACCT-001352,2026-08-17,2026-08-18,purchase,35.73,USD,completed,Hooli Cloud,,POS-EAST
TXN-00001161,BATCH-2026-08-17,ACCT-003315,2026-08-17,2026-08-17,refund,-5.09,USD,completed,Initech Services,TXN-00000560,POS-WEST
TXN-00000219,BATCH-2026-08-17,ACCT-003925,2026-08-17,2026-08-17,purchase,41.39,CAD,completed,Umbrella Logistics,,POS-WEST
TXN-00000666,BATCH-2026-08-17,ACCT-004192,2026-08-17,2026-08-17,purchase,26.58,USD,completed,Wonka Confections,,ONLINE-CHECKOUT
TXN-00000523,BATCH-2026-08-17,ACCT-000983,2026-08-17,2026-08-19,purchase,50.92,USD,completed,Contoso Retail,,POS-WEST
TXN-00000723,BATCH-2026-08-17,ACCT-002140,2026-08-17,2026-08-18,refund,-109.70,USD,completed,Northwind Traders,TXN-00001459,ONLINE-CHECKOUT
TXN-00001957,BATCH-2026-08-17,ACCT-004125,2026-08-16,2026-08-16,purchase,59.64,USD,completed,Umbrella Logistics,,POS-WEST
TXN-00001943,BATCH-2026-08-17,ACCT-000274,2026-08-17,2026-08-19,purchase,0.00,USD,failed,Globex Corp,,ACH-BATCH
TXN-00000147,BATCH-2026-08-17,ACCT-004602,2026-08-17,2026-08-17,purchase,8.98,USD,completed,Contoso Retail,,ONLINE-CHECKOUT
TXN-00000732,BATCH-2026-08-17,ACCT-002695,2026-08-17,2026-08-18,purchase,30.42,USD,completed,Acme Wholesale,,ACH-BATCH
TXN-00001388,BATCH-2026-08-17,ACCT-000846,2026-08-16,2026-08-16,transfer,-19.22,USD,completed,Acme Wholesale,,POS-WEST
TXN-00000597,BATCH-2026-08-17,ACCT-004537,2026-08-16,2026-08-17,transfer,-24.00,USD,completed,Pied Piper Software,,ACH-BATCH
TXN-00001443,BATCH-2026-08-17,ACCT-003133,2026-08-17,2026-08-17,purchase,4.62,USD,completed,Acme Wholesale,,ACH-BATCH
TXN-00001832,BATCH-2026-08-17,ACCT-002131,2026-08-16,2026-08-16,purchase,6.10,CAD,completed,Hooli Cloud,,POS-EAST
TXN-00000850,BATCH-2026-08-17,ACCT-001227,2026-08-17,2026-08-17,purchase,43.53,USD,completed,Fabrikam Supply,,ACH-BATCH
TXN-00001068,BATCH-2026-08-17,ACCT-001763,2026-08-17,2026-08-18,refund,-4.79,EUR,completed,Wayne Hardware,TXN-00000612,ONLINE-CHECKOUT
TXN-00000692,BATCH-2026-08-17,ACCT-000163,2026-08-17,2026-08-17,transfer,19.15,USD,completed,Initech Services,,ONLINE-CHECKOUT
TXN-00000915,BATCH-2026-08-17,ACCT-000802,2026-08-16,2026-08-16,purchase,9.50,USD,completed,Northwind Traders,,ACH-BATCH
TXN-00001073,BATCH-2026-08-17,ACCT-001701,2026-08-17,2026-08-18,purchase,28.35,CAD,completed,Hooli Cloud,,ONLINE-CHECKOUT
TXN-00000792,BATCH-2026-08-17,ACCT-004608,2026-08-17,2026-08-17,purchase,14.29,USD,completed,Initech Services,,POS-EAST
TXN-00001334,BATCH-2026-08-17,ACCT-003394,2026-08-17,2026-08-18,purchase,19.00,USD,completed,Stark Utilities,,POS-EAST
TXN-00001567,BATCH-2026-08-17,ACCT-004912,2026-08-17,2026-08-17,purchase,29.43,USD,completed,Northwind Traders,,ACH-BATCH
TXN-00000012,BATCH-2026-08-17,ACCT-000005,2026-08-16,2026-08-17,transfer,-32.29,USD,completed,Acme Wholesale,,ONLINE-CHECKOUT
TXN-00000563,BATCH-2026-08-17,ACCT-002361,2026-08-16,2026-08-16,purchase,11.96,CAD,completed,Northwind Traders,,POS-WEST
TXN-00000883,BATCH-2026-08-17,ACCT-003398,2026-08-16,2026-08-16,purchase,34.94,USD,completed,Pied Piper Software,,POS-WEST
TXN-00001817,BATCH-2026-08-17,ACCT-004693,2026-08-16,2026-08-17,refund,-162.59,USD,completed,Pied Piper Software,TXN-00000427,POS-WEST
TXN-00000522,BATCH-2026-08-17,ACCT-002321,2026-08-17,2026-08-17,purchase,22.04,N/A,completed,Initech Services,,POS-WEST
